"Assignment","Class","Method","Antipattern","Confirmed","Explanation","Evidence"
"assignment-2-306","BurgerShop","missedComboExists","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `missedComboExists` method exhibits complex logic, as indicated by the ""complexityScore"" of 36.0 and the classification of the overall pattern as ""MIXED_LOGIC."" With three cases that involve object creation and complex logic, this switch is not a simple mapping and suggests that the logic could be better managed through polymorphism. Refactoring to use polymorphism could enhance code maintainability, readability, and extensibility, reducing","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""true"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""missedComboExists"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": true,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 36.0
    }
  ],
  ""avgComplexityScore"": ""36.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""private boolean missedComboExists() throws InvalidObjectException"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-306","BurgerShop","calculateWaitTime","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `calculateWaitTime` method exhibits a high complexity score of 27.0, indicating that it contains complex logic and is not a simple mapping. With 4 cases and a mixed logic pattern, the switch is likely difficult to maintain and understand. Given the guidelines, switches with complex logic are prime candidates for refactoring, especially when polymorphism can simplify the design and enhance code readability and maintainability. Therefore, refactoring this switch statement with polym","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""calculateWaitTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 27.0
    }
  ],
  ""avgComplexityScore"": ""27.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""private int calculateWaitTime()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-307","BurgerShop","addSnack","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addSnack` method of the `BurgerShop` class exhibits complex logic with a complexity score of 17.0, which indicates that it is not a simple dispatch. Given that it has 3 cases and is categorized as having complex logic, it suggests that the switch statement may be handling multiple responsibilities or state changes that could be better managed through polymorphism. Refactoring to use polymorphism could enhance maintainability, readability, and scalability of the","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addSnack"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSnack(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-307","BurgerShop","addDrink","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addDrink` method of the `BurgerShop` class exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that the switch has 3 cases and is categorized as having complex logic, it suggests that the current implementation may be difficult to maintain and extend. Refactoring with polymorphism could simplify the code by replacing the switch statement with a more flexible","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addDrink"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addDrink(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-307","BurgerShop","addCombo","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addCombo` method of the `BurgerShop` class exhibits complex logic and a mixed pattern type, which indicates that it may not be straightforward to maintain or extend. With a complexity score of 20.0 and a total of 3 cases, the switch is not simple and could lead to difficulties in understanding and modifying the code. Given the suggestion to review for potential polymorphism replacement, it would be beneficial to refactor this switch statement into","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 20.0
    }
  ],
  ""avgComplexityScore"": ""20.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addCombo(String nameBurger, float priceBurger, String nameSnack, float priceSnack, String nameDrink, float priceDrink, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-307","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits high complexity, as indicated by the complexity score of 22.0 and the presence of complex logic within the cases. With a total of 6 cases across 2 switches, the average complexity per switch is also significant. Given that the guidelines suggest that switches with complex logic are likely candidates for refactoring, and considering the suggestion to review for potential polymorphism replacement, it would be","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-300","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic with a complexity score of 31.0 and contains 4 cases, which indicates that it is not a simple mapping. Given that the switch is identified as a state machine pattern, it suggests that the logic could be better managed using the State pattern. Refactoring to use polymorphism would enhance maintainability, readability, and scalability of the code, especially as the number of","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 31.0
    }
  ],
  ""avgComplexityScore"": ""31.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-28","BurgerShop","setPrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `setPrice` method of the `BurgerShop` class exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple dispatch. Given that it has 3 cases and is categorized as having complex logic, it suggests that the switch statement may be handling multiple states or behaviors that could be better managed through polymorphism. Refactoring to use polymorphism could enhance code readability, maintainability, and extensibility","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""setPrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": true,
  ""methodSignature"": ""private float setPrice(float price, Menu.SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-21","BurgerShop","calculateBurgerTime","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `calculateBurgerTime` method exhibits complex logic with a complexity score of 14.0, which indicates that it is not a simple mapping and likely involves intricate decision-making. Given that the switch has only one case but contains complex logic, it suggests that the current implementation may not be optimal. Refactoring with polymorphism could simplify the code, enhance maintainability, and improve readability by encapsulating the behavior associated with different cases into separate classes or methods","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""calculateBurgerTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 1.0,
      ""complexityScore"": 14.0
    }
  ],
  ""avgComplexityScore"": ""14.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public int calculateBurgerTime(int numBurgers)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""1.0"",
  ""totalCases"": ""1""
}"
"assignment-2-21","BurgerShop","calculateSnackTime","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `calculateSnackTime` method exhibits complex logic, as indicated by the complexity score of 14.0 and the presence of a `STATE_CHANGE` content pattern. Given that the switch has only one case but involves complex logic, it suggests that the current implementation may not be straightforward and could benefit from refactoring. 

Polymorphism could simplify the code by encapsulating the behavior associated with different cases into separate classes, making it easier to manage and","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""calculateSnackTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 1.0,
      ""complexityScore"": 14.0
    }
  ],
  ""avgComplexityScore"": ""14.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public int calculateSnackTime(int numSnacks)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""1.0"",
  ""totalCases"": ""1""
}"
"assignment-2-21","BurgerShop","calculateDrinkTime","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `calculateDrinkTime` method exhibits complex logic, as indicated by the complexity score of 14.0 and the presence of a `STATE_CHANGE` content pattern. Given that the switch has only one case but involves complex logic, it suggests that the current implementation may not be straightforward and could benefit from a more maintainable design. Refactoring to use polymorphism could simplify the code, enhance readability, and make it easier to extend in the future,","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""calculateDrinkTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 1.0,
      ""complexityScore"": 14.0
    }
  ],
  ""avgComplexityScore"": ""14.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public int calculateDrinkTime(int numDrinks)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""1.0"",
  ""totalCases"": ""1""
}"
"assignment-2-24","BurgerShop","addSnack","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addSnack` method of the `BurgerShop` class exhibits complex logic and is identified as a state machine pattern. With a complexity score of 38.0 and the presence of object creation within the switch cases, it indicates that the logic is not straightforward and could lead to maintenance challenges. Refactoring this switch statement using polymorphism, such as implementing the State pattern, would enhance code readability, reduce complexity, and improve the overall design by encaps","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""true"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""addSnack"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""METHOD_DISPATCH"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": true,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 38.0
    }
  ],
  ""avgComplexityScore"": ""38.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""LOW"",
  ""contentPattern"": ""METHOD_DISPATCH"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSnack(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-24","BurgerShop","addDrink","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addDrink` method of the `BurgerShop` class exhibits complex logic and is identified as a state machine pattern. With a complexity score of 38.0 and the presence of object creation, it indicates that the switch is not a simple mapping and involves more intricate decision-making. Given that the switch has 3 cases and is not a straightforward configuration switch, it suggests that the logic could be better managed through polymorphism, such as implementing the","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""true"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""addDrink"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""METHOD_DISPATCH"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": true,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 38.0
    }
  ],
  ""avgComplexityScore"": ""38.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""LOW"",
  ""contentPattern"": ""METHOD_DISPATCH"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addDrink(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-24","BurgerShop","addCombo","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addCombo` method of the `BurgerShop` class exhibits complex logic and is identified as a state machine pattern. With a complexity score of 48.0 and the presence of object creation within the switch cases, it indicates that the logic is not straightforward and could lead to maintenance challenges. Refactoring this switch statement using the State pattern would enhance code readability, reduce complexity, and improve the overall design by leveraging polymorphism, making it easier to","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""true"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""addCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""METHOD_DISPATCH"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": true,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 48.0
    }
  ],
  ""avgComplexityScore"": ""48.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""LOW"",
  ""contentPattern"": ""METHOD_DISPATCH"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addCombo(String nameBurger, float priceBurger, String nameSnack, float priceSnack, String nameDrink, float priceDrink, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-19","BurgerShop","checkSize","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `checkSize` method of the `BurgerShop` class exhibits complex logic and has a complexity score of 18.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that the switch has only 2 cases but contains complex logic, it suggests that the current implementation may be difficult to maintain and extend. Refactoring with polymorphism could simplify the code by encapsulating the behavior associated with each case into separate","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""checkSize"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 18.0
    }
  ],
  ""avgComplexityScore"": ""18.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public float checkSize(SIZE size, float price)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-19","BurgerShop","showCart","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `showCart` method of the `BurgerShop` class exhibits a complexity score of 12.0 with 4 cases, indicating that it is not a simple mapping and involves mixed logic. Given that the average complexity score is relatively high and the switch is categorized as having a ""STATE_CHANGE"" content pattern, it suggests that the logic could be better managed through polymorphism. Refactoring to use polymorphism could enhance maintainability, readability, and","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""showCart"",
  ""hasComplexLogic"": ""false"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": false,
      ""caseCount"": 4.0,
      ""complexityScore"": 12.0
    }
  ],
  ""avgComplexityScore"": ""12.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void showCart()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
